ID,Name,Age,Height,Weight,Gender,Income,Scores
1,Person_2_1,32,161.4,78.8,Male,26528.0,73.0
2,Person_2_2,40,165.8,72.3,Male,39400.0,81.0
3,Person_2_3,45,164.0,52.2,Female,45470.0,57.0
4,Person_2_4,52,171.2,69.3,Male,53927.0,63.0
5,Person_2_5,26,189.3,96.7,Female,37572.0,65.0
6,Person_2_6,26,158.6,53.6,Female,77721.0,64.0
7,Person_2_7,31,151.5,64.2,Male,77609.0,98.0
8,Person_2_8,55,173.2,92.6,Female,48835.0,53.0
9,Person_2_9,57,161.7,58.1,Female,69390.0,63.0
10,Person_2_10,45,190.1,80.6,Female,57241.0,88.0
11,Person_2_11,28,179.2,53.6,Female,,
12,Person_2_12,67,163.9,70.0,Female,,62.0
13,Person_2_13,31,199.5,64.9,Male,20848.0,
14,Person_2_14,34,193.0,89.9,Male,58632.0,85.0
15,Person_2_15,37,199.0,82.2,Female,64168.0,63.0
16,Person_2_16,56,163.7,70.4,Female,34403.0,72.0
17,Person_2_17,24,175.3,62.1,Female,53215.0,94.0
18,Person_2_18,42,196.3,82.6,Female,65497.0,85.0
19,Person_2_19,54,169.6,52.9,Male,26812.0,
20,Person_2_20,21,179.7,82.9,Male,81068.0,85.0
21,Person_2_21,35,170.8,56.7,Female,31773.0,88.0
22,Person_2_22,26,184.2,79.4,Male,88004.0,81.0
23,Person_2_23,63,195.1,54.6,Male,65793.0,89.0
24,Person_2_24,28,167.4,92.9,Female,92149.0,74.0
25,Person_2_25,51,185.1,75.0,Female,90553.0,56.0
26,Person_2_26,29,175.3,56.7,Male,63554.0,90.0
27,Person_2_27,62,196.3,93.3,Male,44269.0,84.0
28,Person_2_28,19,188.1,53.6,Male,71559.0,57.0
29,Person_2_29,30,189.3,83.6,Female,,54.0
30,Person_2_30,66,180.2,50.1,Male,30074.0,58.0
31,Person_2_31,51,184.9,74.1,Male,,69.0
32,Person_2_32,26,171.5,65.6,Female,,94.0
33,Person_2_33,26,173.5,87.1,Male,93496.0,69.0
34,Person_2_34,67,195.9,59.6,Female,20901.0,90.0
35,Person_2_35,60,160.9,53.0,Male,47162.0,91.0
36,Person_2_36,66,167.5,66.9,Female,83009.0,78.0
37,Person_2_37,36,178.6,71.4,Male,78207.0,83.0
38,Person_2_38,52,156.3,57.1,Female,77324.0,98.0
39,Person_2_39,46,187.4,66.3,Male,32215.0,82.0
40,Person_2_40,54,152.7,63.5,Female,44413.0,84.0
41,Person_2_41,19,175.9,85.8,Female,51350.0,75.0
42,Person_2_42,34,171.3,75.4,Male,54294.0,
43,Person_2_43,65,161.0,74.5,Female,56517.0,54.0
44,Person_2_44,67,196.6,76.7,Male,33884.0,69.0
45,Person_2_45,57,179.4,60.0,Female,70188.0,55.0
46,Person_2_46,53,167.9,63.0,Female,58939.0,
47,Person_2_47,65,165.4,69.3,Female,59871.0,
48,Person_2_48,69,160.1,58.4,Male,31077.0,82.0
49,Person_2_49,59,176.7,93.8,Female,68906.0,89.0
50,Person_2_50,22,155.2,67.0,Female,66502.0,95.0
51,Person_2_51,39,178.4,65.3,Female,54385.0,61.0
52,Person_2_52,20,153.4,97.0,Male,51813.0,
53,Person_2_53,21,150.3,59.8,Female,29108.0,55.0
54,Person_2_54,42,199.8,79.0,Male,82674.0,81.0
55,Person_2_55,52,195.6,66.5,Male,86992.0,87.0
56,Person_2_56,61,168.4,54.1,Female,30993.0,93.0
57,Person_2_57,68,174.4,98.0,Female,89501.0,75.0
58,Person_2_58,69,167.8,51.8,Male,81747.0,
59,Person_2_59,58,151.6,78.9,Female,,66.0
60,Person_2_60,46,197.6,66.5,Male,97324.0,80.0
61,Person_2_61,19,157.2,69.4,Male,76352.0,87.0
62,Person_2_62,54,196.8,87.6,Female,57347.0,82.0
63,Person_2_63,34,157.8,87.7,Male,46073.0,
64,Person_2_64,20,187.9,92.0,Male,99087.0,68.0
65,Person_2_65,26,158.5,79.6,Male,41437.0,62.0
66,Person_2_66,27,169.2,84.7,Male,89043.0,90.0
67,Person_2_67,37,170.1,95.6,Male,,80.0
68,Person_2_68,36,159.5,92.2,Female,44546.0,93.0
69,Person_2_69,63,164.4,62.4,Female,88202.0,55.0
70,Person_2_70,45,198.1,83.1,Male,,75.0
71,Person_2_71,51,169.4,52.9,Female,46848.0,65.0
72,Person_2_72,62,182.9,97.5,Female,81367.0,91.0
73,Person_2_73,32,168.7,67.2,Male,34554.0,73.0
74,Person_2_74,20,196.5,89.8,Male,29451.0,78.0
75,Person_2_75,68,190.7,79.3,Male,78006.0,69.0
76,Person_2_76,38,187.2,96.9,Male,74327.0,71.0
77,Person_2_77,24,162.7,94.4,Male,23828.0,68.0
78,Person_2_78,62,198.2,55.6,Female,69841.0,59.0
79,Person_2_79,35,191.6,61.3,Female,53479.0,80.0
80,Person_2_80,59,155.8,74.8,Female,44431.0,
81,Person_2_81,50,174.3,62.6,Female,65258.0,80.0
82,Person_2_82,26,155.4,75.5,Male,64305.0,70.0
83,Person_2_83,34,189.9,85.6,Male,81660.0,72.0
84,Person_2_84,64,193.5,66.9,Male,,63.0
85,Person_2_85,19,150.2,87.1,Female,65242.0,59.0
86,Person_2_86,41,195.1,86.6,Male,57368.0,98.0
87,Person_2_87,26,151.3,76.2,Female,35472.0,50.0
88,Person_2_88,61,166.0,50.9,Male,37292.0,95.0
89,Person_2_89,35,184.1,76.9,Female,52349.0,74.0
90,Person_2_90,53,174.8,66.4,Male,90485.0,78.0
91,Person_2_91,34,168.0,57.0,Male,98978.0,75.0
92,Person_2_92,48,158.3,67.8,Male,,67.0
93,Person_2_93,27,178.9,85.2,Male,86968.0,76.0
94,Person_2_94,59,161.4,54.4,Male,94036.0,66.0
95,Person_2_95,63,177.3,76.1,Male,71765.0,63.0
96,Person_2_96,67,194.8,93.9,Female,70322.0,80.0
97,Person_2_97,29,158.5,73.9,Male,72219.0,51.0
98,Person_2_98,26,189.5,53.3,Female,24457.0,67.0
99,Person_2_99,52,153.1,85.6,Male,24713.0,96.0
100,Person_2_100,58,175.4,89.3,Male,67726.0,71.0
