ID,Name,Age,Height,Weight,Gender,Income,Scores
1,Person_1_1,29,171.9,57.0,Male,43178.0,
2,Person_1_2,64,150.1,54.9,Female,67857.0,
3,Person_1_3,22,189.0,69.1,Female,51515.0,
4,Person_1_4,49,182.7,75.2,Male,49455.0,95.0
5,Person_1_5,58,188.1,50.8,Male,31097.0,93.0
6,Person_1_6,24,199.2,89.5,Female,62402.0,88.0
7,Person_1_7,58,199.3,81.6,Male,55443.0,74.0
8,Person_1_8,49,176.5,69.6,Male,,93.0
9,Person_1_9,51,180.1,94.6,Male,87183.0,78.0
10,Person_1_10,38,157.5,94.4,Male,57048.0,81.0
11,Person_1_11,40,192.7,57.1,Female,23446.0,99.0
12,Person_1_12,52,152.6,93.6,Male,44593.0,79.0
13,Person_1_13,57,183.0,67.1,Female,94814.0,72.0
14,Person_1_14,33,152.4,54.0,Male,83945.0,66.0
15,Person_1_15,63,187.7,74.0,Male,93925.0,60.0
16,Person_1_16,37,168.7,97.2,Male,84427.0,82.0
17,Person_1_17,44,192.3,66.5,Female,,53.0
18,Person_1_18,37,162.8,96.7,Female,95028.0,
19,Person_1_19,40,155.2,68.0,Male,37377.0,99.0
20,Person_1_20,34,174.8,51.4,Female,47237.0,91.0
21,Person_1_21,45,165.2,93.1,Female,43485.0,59.0
22,Person_1_22,64,175.0,92.6,Male,67836.0,99.0
23,Person_1_23,20,189.6,92.1,Female,87837.0,53.0
24,Person_1_24,67,181.6,72.2,Female,78026.0,
25,Person_1_25,52,155.8,82.6,Female,28486.0,93.0
26,Person_1_26,39,181.9,54.2,Male,23668.0,69.0
27,Person_1_27,68,159.4,64.5,Female,98143.0,77.0
28,Person_1_28,55,163.3,96.5,Male,91660.0,91.0
29,Person_1_29,24,151.3,50.3,Male,,84.0
30,Person_1_30,61,158.1,80.5,Female,74668.0,76.0
31,Person_1_31,37,170.4,83.8,Female,67871.0,82.0
32,Person_1_32,38,195.8,88.0,Female,93603.0,
33,Person_1_33,56,155.6,82.8,Male,82327.0,94.0
34,Person_1_34,20,183.7,75.8,Female,88562.0,97.0
35,Person_1_35,21,190.1,74.4,Female,23048.0,61.0
36,Person_1_36,65,166.8,88.7,Female,53620.0,75.0
37,Person_1_37,34,157.6,64.4,Male,74582.0,90.0
38,Person_1_38,58,170.2,86.8,Female,27138.0,65.0
39,Person_1_39,48,174.4,99.4,Female,45150.0,77.0
40,Person_1_40,29,182.6,60.4,Female,99730.0,86.0
41,Person_1_41,49,156.1,55.5,Male,,51.0
42,Person_1_42,38,183.0,52.4,Male,76695.0,86.0
43,Person_1_43,65,180.6,57.3,Male,43988.0,58.0
44,Person_1_44,45,160.4,53.0,Female,69692.0,50.0
45,Person_1_45,62,192.0,57.8,Male,20527.0,72.0
46,Person_1_46,57,192.5,77.9,Male,30430.0,
47,Person_1_47,47,190.8,91.6,Male,43004.0,69.0
48,Person_1_48,63,198.7,60.5,Female,,79.0
49,Person_1_49,19,175.7,57.9,Female,20759.0,56.0
50,Person_1_50,49,168.5,77.7,Male,85948.0,55.0
51,Person_1_51,48,175.7,85.6,Male,,50.0
52,Person_1_52,63,184.7,73.1,Female,81670.0,94.0
53,Person_1_53,52,151.4,65.3,Female,78750.0,62.0
54,Person_1_54,40,198.7,98.2,Male,51532.0,80.0
55,Person_1_55,61,179.0,56.9,Male,76163.0,81.0
56,Person_1_56,31,182.0,55.3,Male,30401.0,72.0
57,Person_1_57,35,158.4,81.2,Female,51190.0,59.0
58,Person_1_58,54,162.8,59.3,Female,74177.0,60.0
59,Person_1_59,54,182.5,92.1,Female,49195.0,80.0
60,Person_1_60,25,173.3,72.7,Male,87481.0,58.0
61,Person_1_61,48,171.5,81.4,Male,54745.0,57.0
62,Person_1_62,64,168.8,82.7,Male,79843.0,93.0
63,Person_1_63,63,190.4,71.0,Female,,80.0
64,Person_1_64,25,199.4,52.1,Female,56203.0,83.0
65,Person_1_65,21,179.4,84.8,Male,66467.0,51.0
66,Person_1_66,60,196.7,91.0,Male,58713.0,92.0
67,Person_1_67,28,179.6,56.9,Female,90130.0,51.0
68,Person_1_68,28,159.2,62.6,Male,,55.0
69,Person_1_69,28,193.0,58.6,Female,79956.0,70.0
70,Person_1_70,33,157.9,76.3,Male,57116.0,58.0
71,Person_1_71,24,171.4,60.6,Female,64358.0,
72,Person_1_72,55,162.3,53.8,Female,97145.0,
73,Person_1_73,18,189.5,61.2,Male,31260.0,50.0
74,Person_1_74,56,192.1,81.5,Female,,83.0
75,Person_1_75,60,157.8,93.9,Male,45108.0,82.0
76,Person_1_76,27,166.5,85.7,Female,72559.0,91.0
77,Person_1_77,62,183.0,72.3,Female,43255.0,98.0
78,Person_1_78,58,164.8,76.1,Male,20553.0,50.0
79,Person_1_79,45,186.5,78.0,Female,62001.0,69.0
80,Person_1_80,47,174.8,67.0,Female,,98.0
81,Person_1_81,41,176.4,61.6,Male,85069.0,55.0
82,Person_1_82,45,188.6,71.9,Male,49554.0,83.0
83,Person_1_83,49,151.8,96.8,Male,29623.0,58.0
84,Person_1_84,42,199.2,53.0,Female,75267.0,53.0
85,Person_1_85,19,176.9,79.7,Male,24513.0,65.0
86,Person_1_86,21,154.3,81.4,Female,40905.0,
87,Person_1_87,47,161.9,81.4,Female,64090.0,78.0
88,Person_1_88,26,171.0,71.7,Female,22795.0,68.0
89,Person_1_89,45,193.7,91.8,Female,34484.0,59.0
90,Person_1_90,28,199.4,58.0,Male,85158.0,69.0
91,Person_1_91,40,150.6,77.5,Male,75703.0,95.0
92,Person_1_92,63,154.9,71.5,Female,72767.0,54.0
93,Person_1_93,56,193.7,55.4,Female,39767.0,99.0
94,Person_1_94,35,154.4,87.4,Female,98631.0,75.0
95,Person_1_95,68,157.3,57.5,Female,91312.0,75.0
96,Person_1_96,22,151.0,56.8,Male,70320.0,99.0
97,Person_1_97,65,151.6,59.7,Female,74021.0,90.0
98,Person_1_98,50,163.3,68.0,Female,42828.0,51.0
99,Person_1_99,37,193.2,79.1,Male,49340.0,68.0
100,Person_1_100,65,151.0,50.4,Female,27834.0,87.0
