ID,Name,Age,Height,Weight,Gender,Income,Scores
1,Person_4_1,29,159.9,67.6,Female,60495.0,62.0
2,Person_4_2,63,159.3,95.1,Female,23528.0,50.0
3,Person_4_3,30,195.2,78.9,Female,,79.0
4,Person_4_4,61,182.5,92.0,Female,29232.0,75.0
5,Person_4_5,44,169.0,88.2,Male,,92.0
6,Person_4_6,55,155.7,85.7,Female,95152.0,88.0
7,Person_4_7,52,177.5,62.6,Male,69963.0,75.0
8,Person_4_8,47,150.0,97.1,Male,95963.0,74.0
9,Person_4_9,44,161.9,50.6,Male,76294.0,
10,Person_4_10,41,198.2,91.3,Male,86979.0,66.0
11,Person_4_11,66,179.2,87.9,Female,57039.0,57.0
12,Person_4_12,18,178.3,98.1,Female,81454.0,66.0
13,Person_4_13,25,193.0,61.9,Male,,66.0
14,Person_4_14,50,164.0,82.3,Male,,58.0
15,Person_4_15,41,195.9,85.3,Male,,64.0
16,Person_4_16,46,168.0,86.0,Female,93382.0,50.0
17,Person_4_17,31,173.0,79.8,Male,,59.0
18,Person_4_18,67,169.7,73.4,Male,52912.0,83.0
19,Person_4_19,47,168.6,96.8,Female,,
20,Person_4_20,18,162.5,60.8,Female,89649.0,89.0
21,Person_4_21,67,160.4,62.2,Male,47054.0,59.0
22,Person_4_22,20,177.3,72.7,Male,24318.0,
23,Person_4_23,18,162.2,62.7,Male,93451.0,53.0
24,Person_4_24,66,174.1,73.3,Female,64321.0,92.0
25,Person_4_25,55,185.7,60.2,Female,45103.0,85.0
26,Person_4_26,67,195.5,60.7,Female,34274.0,99.0
27,Person_4_27,60,152.9,94.2,Female,,63.0
28,Person_4_28,22,199.6,66.2,Female,66822.0,89.0
29,Person_4_29,61,179.0,64.1,Male,79793.0,70.0
30,Person_4_30,44,159.6,65.5,Female,88952.0,70.0
31,Person_4_31,56,163.3,60.6,Female,58229.0,59.0
32,Person_4_32,47,155.3,66.2,Male,26086.0,
33,Person_4_33,30,187.2,78.2,Female,,77.0
34,Person_4_34,44,174.2,99.1,Female,81941.0,91.0
35,Person_4_35,37,150.4,80.9,Female,79258.0,97.0
36,Person_4_36,63,183.8,67.3,Male,70097.0,95.0
37,Person_4_37,33,170.6,68.9,Female,64174.0,79.0
38,Person_4_38,37,177.3,98.2,Male,74182.0,50.0
