ID,Name,Age,Height,Weight,Gender,Income,Scores
1,Person_7_1,59,185.6,85.7,Male,,87.0
2,Person_7_2,26,177.7,54.9,Female,,97.0
3,Person_7_3,56,189.2,86.7,Female,37383.0,84.0
4,Person_7_4,44,169.5,73.4,Male,70350.0,86.0
5,Person_7_5,58,186.0,69.3,Female,46254.0,72.0
6,Person_7_6,35,196.9,50.7,Female,55373.0,92.0
7,Person_7_7,60,199.0,87.7,Male,31556.0,85.0
8,Person_7_8,68,182.2,85.6,Male,57713.0,
9,Person_7_9,32,166.2,83.5,Female,99730.0,84.0
10,Person_7_10,22,172.9,52.7,Female,57557.0,86.0
11,Person_7_11,56,166.2,79.3,Male,80255.0,59.0
12,Person_7_12,51,190.6,80.7,Male,95905.0,66.0
13,Person_7_13,51,166.5,50.2,Female,87910.0,97.0
14,Person_7_14,50,167.0,77.1,Male,53396.0,63.0
15,Person_7_15,36,193.0,97.5,Male,29945.0,55.0
16,Person_7_16,55,172.5,55.3,Male,,82.0
17,Person_7_17,30,183.1,95.7,Female,46192.0,85.0
18,Person_7_18,56,167.7,68.6,Male,98435.0,81.0
19,Person_7_19,49,168.2,88.4,Male,92271.0,94.0
20,Person_7_20,24,188.4,56.9,Male,,73.0
21,Person_7_21,23,193.0,54.5,Male,48014.0,68.0
22,Person_7_22,42,156.8,52.1,Female,,90.0
23,Person_7_23,23,159.5,68.4,Male,65045.0,75.0
24,Person_7_24,57,164.0,77.3,Male,68040.0,54.0
25,Person_7_25,56,161.6,78.9,Female,84535.0,98.0
26,Person_7_26,22,192.3,85.0,Male,42207.0,
27,Person_7_27,54,156.4,72.3,Male,32923.0,62.0
28,Person_7_28,67,190.1,84.1,Female,76518.0,
29,Person_7_29,66,161.5,82.3,Female,,81.0
30,Person_7_30,33,164.9,50.1,Male,29520.0,90.0
31,Person_7_31,55,164.6,77.9,Female,96739.0,98.0
32,Person_7_32,54,187.6,62.6,Male,87617.0,59.0
33,Person_7_33,52,162.3,82.1,Male,77478.0,71.0
34,Person_7_34,46,192.7,60.5,Male,55021.0,60.0
35,Person_7_35,65,188.3,62.5,Male,57030.0,81.0
36,Person_7_36,35,157.2,96.5,Male,41696.0,99.0
37,Person_7_37,63,174.9,85.7,Female,26348.0,67.0
38,Person_7_38,51,163.0,96.2,Male,38899.0,61.0
39,Person_7_39,39,169.5,56.3,Male,31786.0,
40,Person_7_40,26,195.4,50.1,Female,80707.0,52.0
41,Person_7_41,31,188.1,66.1,Female,89605.0,75.0
42,Person_7_42,19,198.1,71.5,Female,84069.0,52.0
43,Person_7_43,29,172.4,54.7,Female,,66.0
44,Person_7_44,54,178.1,66.1,Female,75714.0,69.0
45,Person_7_45,19,189.0,56.6,Male,94147.0,73.0
46,Person_7_46,58,153.7,63.2,Female,37089.0,84.0
47,Person_7_47,51,174.8,81.6,Female,54669.0,73.0
48,Person_7_48,25,167.4,50.4,Male,95952.0,88.0
