ID,Name,Age,Height,Weight,Gender,Income,Scores
1,Person_6_1,27,155.1,95.7,Male,33484.0,75.0
2,Person_6_2,39,188.5,61.8,Male,44510.0,77.0
3,Person_6_3,36,165.8,50.7,Female,,72.0
4,Person_6_4,30,193.1,63.1,Female,32704.0,99.0
5,Person_6_5,61,157.5,94.5,Male,23585.0,93.0
6,Person_6_6,20,154.1,50.9,Female,83189.0,59.0
7,Person_6_7,50,187.4,68.7,Male,91155.0,50.0
8,Person_6_8,54,151.0,88.2,Male,,97.0
9,Person_6_9,32,173.6,69.9,Female,39639.0,60.0
10,Person_6_10,21,183.9,64.4,Female,35865.0,50.0
11,Person_6_11,53,171.4,76.2,Male,87432.0,95.0
12,Person_6_12,23,179.4,87.2,Male,39109.0,71.0
13,Person_6_13,27,156.4,73.4,Male,94203.0,66.0
14,Person_6_14,33,166.2,70.5,Male,89167.0,94.0
15,Person_6_15,51,181.6,88.8,Male,94120.0,55.0
16,Person_6_16,57,178.8,55.0,Female,61903.0,67.0
17,Person_6_17,36,155.4,99.9,Female,98534.0,93.0
18,Person_6_18,38,175.2,72.4,Male,,87.0
19,Person_6_19,65,192.8,77.0,Male,98649.0,
20,Person_6_20,56,170.6,69.1,Female,35444.0,55.0
21,Person_6_21,19,166.4,65.3,Female,69490.0,84.0
22,Person_6_22,65,162.8,89.1,Male,55927.0,71.0
23,Person_6_23,39,153.6,89.4,Male,91544.0,55.0
24,Person_6_24,66,158.8,75.6,Male,61410.0,
25,Person_6_25,34,190.2,56.6,Female,58598.0,76.0
26,Person_6_26,57,191.0,63.6,Female,31751.0,50.0
27,Person_6_27,57,163.2,77.5,Male,42048.0,52.0
28,Person_6_28,33,150.0,52.0,Female,30204.0,85.0
29,Person_6_29,66,167.3,67.6,Female,42818.0,89.0
30,Person_6_30,42,166.0,69.0,Female,61319.0,78.0
31,Person_6_31,30,182.0,84.0,Male,58285.0,
32,Person_6_32,35,191.8,51.6,Female,89074.0,61.0
33,Person_6_33,65,163.4,80.8,Male,87004.0,99.0
34,Person_6_34,32,198.8,77.7,Male,20380.0,64.0
35,Person_6_35,19,162.0,67.9,Male,51602.0,85.0
36,Person_6_36,63,150.6,94.6,Male,,84.0
37,Person_6_37,33,157.9,75.7,Female,21685.0,
38,Person_6_38,56,166.5,91.7,Female,20488.0,67.0
39,Person_6_39,31,170.5,76.4,Male,39636.0,58.0
40,Person_6_40,47,156.1,71.1,Female,41699.0,50.0
41,Person_6_41,69,157.1,84.2,Male,66828.0,
42,Person_6_42,23,197.8,62.2,Male,73864.0,
43,Person_6_43,63,187.5,73.2,Female,79451.0,78.0
44,Person_6_44,69,169.2,81.6,Female,88202.0,61.0
45,Person_6_45,47,193.7,68.5,Male,84695.0,94.0
46,Person_6_46,31,151.4,69.0,Male,55585.0,66.0
47,Person_6_47,58,172.9,75.1,Female,31489.0,52.0
